State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
CA,SISKIYOU,R,"Bradley, Tom",6009,37.1,"Deukmejian, George",9457,58.4,"Scattered Write-Ins,",728,4.5,1982
CA,SOLANO,R,"Bradley, Tom",33997,46.3,"Deukmejian, George",36968,50.3,"Scattered Write-Ins,",2522,3.4,1982
CA,SONOMA,D,"Bradley, Tom",63542,51.2,"Deukmejian, George",55968,45.1,"Scattered Write-Ins,",4597,3.7,1982
CA,STANISLAUS,R,"Bradley, Tom",32276,41.4,"Deukmejian, George",43639,55.9,"Scattered Write-Ins,",2093,2.7,1982
CA,SUTTER,R,"Bradley, Tom",5660,33.3,"Deukmejian, George",10753,63.3,"Scattered Write-Ins,",567,3.3,1982
CA,TEHAMA,R,"Bradley, Tom",6134,37.3,"Deukmejian, George",9628,58.5,"Scattered Write-Ins,",683,4.2,1982
CA,TRINITY,R,"Bradley, Tom",2351,40.9,"Deukmejian, George",3100,54,"Scattered Write-Ins,",295,5.1,1982
CA,TULARE,R,"Bradley, Tom",28330,41.3,"Deukmejian, George",38901,56.7,"Scattered Write-Ins,",1386,2,1982
CA,TUOLUMNE,R,"Bradley, Tom",6107,39.8,"Deukmejian, George",8716,56.8,"Scattered Write-Ins,",512,3.3,1982
CA,VENTURA,R,"Bradley, Tom",76094,42.4,"Deukmejian, George",99130,55.2,"Scattered Write-Ins,",4300,2.4,1982
CA,YOLO,D,"Bradley, Tom",24150,54,"Deukmejian, George",19227,43,"Scattered Write-Ins,",1345,3,1982
CA,YUBA,R,"Bradley, Tom",5400,41.7,"Deukmejian, George",6959,53.8,"Scattered Write-Ins,",582,4.5,1982
CO,ADAMS,D,"Lamm, Richard",48568,73.1,"Fuhr, John",16275,24.5,"Scattered Write-Ins,",1589,2.4,1982
CO,ALAMOSA,D,"Lamm, Richard",2743,65.4,"Fuhr, John",1396,33.3,"Scattered Write-Ins,",58,1.4,1982
CO,ARAPAHOE,D,"Lamm, Richard",64383,62.8,"Fuhr, John",35265,34.4,"Scattered Write-Ins,",2792,2.7,1982
CO,ARCHULETA,R,"Lamm, Richard",811,47,"Fuhr, John",905,52.4,"Scattered Write-Ins,",11,0.6,1982
CO,BACA,D,"Lamm, Richard",1354,56.2,"Fuhr, John",1028,42.6,"Scattered Write-Ins,",29,1.2,1982
CO,BENT,D,"Lamm, Richard",1149,62.7,"Fuhr, John",650,35.5,"Scattered Write-Ins,",33,1.8,1982
CO,BOULDER,D,"Lamm, Richard",52672,71.4,"Fuhr, John",19004,25.8,"Scattered Write-Ins,",2090,2.8,1982
CO,CHAFFEE,D,"Lamm, Richard",2639,61.3,"Fuhr, John",1443,33.5,"Scattered Write-Ins,",222,5.2,1982
CO,CHEYENNE,D,"Lamm, Richard",631,54.9,"Fuhr, John",506,44,"Scattered Write-Ins,",12,1,1982
CO,CLEAR CREEK,D,"Lamm, Richard",1805,63.8,"Fuhr, John",921,32.6,"Scattered Write-Ins,",102,3.6,1982
CO,CONEJOS,D,"Lamm, Richard",1943,63.2,"Fuhr, John",1082,35.2,"Scattered Write-Ins,",47,1.5,1982
CO,COSTILLA,D,"Lamm, Richard",1101,80.4,"Fuhr, John",257,18.8,"Scattered Write-Ins,",11,0.8,1982
CO,CROWLEY,D,"Lamm, Richard",785,54.2,"Fuhr, John",646,44.6,"Scattered Write-Ins,",18,1.2,1982
CO,CUSTER,D,"Lamm, Richard",499,49.8,"Fuhr, John",469,46.8,"Scattered Write-Ins,",35,3.5,1982
CO,DELTA,D,"Lamm, Richard",4541,56,"Fuhr, John",3471,42.8,"Scattered Write-Ins,",99,1.2,1982
CO,DENVER,D,"Lamm, Richard",121621,74.8,"Fuhr, John",35939,22.1,"Scattered Write-Ins,",5002,3.1,1982
CO,DOLORES,D,"Lamm, Richard",416,58.4,"Fuhr, John",289,40.6,"Scattered Write-Ins,",7,1,1982
CO,DOUGLAS,D,"Lamm, Richard",5076,52.4,"Fuhr, John",4343,44.8,"Scattered Write-Ins,",277,2.9,1982
CO,EAGLE,D,"Lamm, Richard",3428,70.4,"Fuhr, John",1328,27.3,"Scattered Write-Ins,",112,2.3,1982
CO,EL PASO,D,"Lamm, Richard",44078,57.6,"Fuhr, John",30760,40.2,"Scattered Write-Ins,",1712,2.2,1982
CO,ELBERT,D,"Lamm, Richard",1634,57.1,"Fuhr, John",1153,40.3,"Scattered Write-Ins,",77,2.7,1982
CO,FREMONT,D,"Lamm, Richard",5761,57.3,"Fuhr, John",3999,39.8,"Scattered Write-Ins,",291,2.9,1982
CO,GARFIELD,D,"Lamm, Richard",4516,62.3,"Fuhr, John",2556,35.3,"Scattered Write-Ins,",173,2.4,1982
CO,GILPIN,D,"Lamm, Richard",735,64.5,"Fuhr, John",331,29.1,"Scattered Write-Ins,",73,6.4,1982
CO,GRAND,D,"Lamm, Richard",1799,62.3,"Fuhr, John",1026,35.5,"Scattered Write-Ins,",64,2.2,1982
CO,GUNNISON,D,"Lamm, Richard",2326,59.2,"Fuhr, John",1502,38.2,"Scattered Write-Ins,",99,2.5,1982
CO,HINSDALE,R,"Lamm, Richard",161,45.9,"Fuhr, John",187,53.3,"Scattered Write-Ins,",3,0.9,1982
CO,HUERFANO,D,"Lamm, Richard",2059,68.8,"Fuhr, John",881,29.4,"Scattered Write-Ins,",53,1.8,1982
CO,JACKSON,D,"Lamm, Richard",547,55,"Fuhr, John",438,44,"Scattered Write-Ins,",10,1,1982
CO,JEFFERSON,D,"Lamm, Richard",85455,65.8,"Fuhr, John",40796,31.4,"Scattered Write-Ins,",3656,2.8,1982
CO,KIOWA,D,"Lamm, Richard",619,54.1,"Fuhr, John",520,45.5,"Scattered Write-Ins,",5,0.4,1982
CO,KIT CARSON,D,"Lamm, Richard",1922,57.3,"Fuhr, John",1398,41.7,"Scattered Write-Ins,",34,1,1982
CO,LA PLATA,D,"Lamm, Richard",4779,50.2,"Fuhr, John",4601,48.3,"Scattered Write-Ins,",147,1.5,1982
CO,LAKE,D,"Lamm, Richard",1541,64,"Fuhr, John",693,28.8,"Scattered Write-Ins,",175,7.3,1982
CO,LARIMER,D,"Lamm, Richard",34194,65.8,"Fuhr, John",16001,30.8,"Scattered Write-Ins,",1754,3.4,1982
CO,LAS ANIMAS,D,"Lamm, Richard",4484,70.7,"Fuhr, John",1788,28.2,"Scattered Write-Ins,",74,1.2,1982
CO,LINCOLN,D,"Lamm, Richard",1130,53.1,"Fuhr, John",971,45.6,"Scattered Write-Ins,",27,1.3,1982
CO,LOGAN,D,"Lamm, Richard",5113,68.3,"Fuhr, John",2278,30.4,"Scattered Write-Ins,",94,1.3,1982
CO,MESA,D,"Lamm, Richard",15323,55.4,"Fuhr, John",11826,42.7,"Scattered Write-Ins,",525,1.9,1982
CO,MINERAL,D,"Lamm, Richard",257,57.1,"Fuhr, John",183,40.7,"Scattered Write-Ins,",10,2.2,1982
CO,MOFFAT,D,"Lamm, Richard",2334,54.3,"Fuhr, John",1787,41.6,"Scattered Write-Ins,",177,4.1,1982
CO,MONTEZUMA,R,"Lamm, Richard",2377,49.1,"Fuhr, John",2403,49.6,"Scattered Write-Ins,",63,1.3,1982
CO,MONTROSE,D,"Lamm, Richard",4761,57.5,"Fuhr, John",3434,41.5,"Scattered Write-Ins,",88,1.1,1982
CO,MORGAN,D,"Lamm, Richard",4460,64.1,"Fuhr, John",2358,33.9,"Scattered Write-Ins,",145,2.1,1982
CO,OTERO,D,"Lamm, Richard",4271,61.5,"Fuhr, John",2517,36.3,"Scattered Write-Ins,",153,2.2,1982
CO,OURAY,R,"Lamm, Richard",522,47.4,"Fuhr, John",559,50.8,"Scattered Write-Ins,",20,1.8,1982
CO,PARK,D,"Lamm, Richard",1524,63.7,"Fuhr, John",676,28.2,"Scattered Write-Ins,",194,8.1,1982
CO,PHILLIPS,D,"Lamm, Richard",1413,66.3,"Fuhr, John",693,32.5,"Scattered Write-Ins,",24,1.1,1982
CO,PITKIN,D,"Lamm, Richard",3196,74.9,"Fuhr, John",824,19.3,"Scattered Write-Ins,",247,5.8,1982
CO,PROWERS,D,"Lamm, Richard",2461,62.7,"Fuhr, John",1354,34.5,"Scattered Write-Ins,",110,2.8,1982
CO,PUEBLO,D,"Lamm, Richard",27365,64.4,"Fuhr, John",14134,33.3,"Scattered Write-Ins,",989,2.3,1982
CO,RIO BLANCO,R,"Lamm, Richard",933,44.3,"Fuhr, John",1121,53.3,"Scattered Write-Ins,",50,2.4,1982
CO,RIO GRANDE,D,"Lamm, Richard",2238,56.1,"Fuhr, John",1691,42.4,"Scattered Write-Ins,",60,1.5,1982
CO,ROUTT,D,"Lamm, Richard",3621,65.9,"Fuhr, John",1636,29.8,"Scattered Write-Ins,",234,4.3,1982
CO,SAGUACHE,D,"Lamm, Richard",1207,62.2,"Fuhr, John",703,36.2,"Scattered Write-Ins,",30,1.5,1982
CO,SAN JUAN,D,"Lamm, Richard",274,55.8,"Fuhr, John",197,40.1,"Scattered Write-Ins,",20,4.1,1982
CO,SAN MIGUEL,D,"Lamm, Richard",962,64.7,"Fuhr, John",491,33,"Scattered Write-Ins,",35,2.4,1982
CO,SEDGWICK,D,"Lamm, Richard",944,61.9,"Fuhr, John",572,37.5,"Scattered Write-Ins,",9,0.6,1982
CO,SUMMIT,D,"Lamm, Richard",2725,72.1,"Fuhr, John",964,25.5,"Scattered Write-Ins,",89,2.4,1982
CO,TELLER,D,"Lamm, Richard",1977,61,"Fuhr, John",1149,35.5,"Scattered Write-Ins,",113,3.5,1982
CO,WASHINGTON,D,"Lamm, Richard",1406,55,"Fuhr, John",1108,43.3,"Scattered Write-Ins,",42,1.6,1982
CO,WELD,D,"Lamm, Richard",19950,61.7,"Fuhr, John",11638,36,"Scattered Write-Ins,",764,2.4,1982
CO,YUMA,D,"Lamm, Richard",2441,59.1,"Fuhr, John",1626,39.4,"Scattered Write-Ins,",63,1.5,1982
CT,FAIRFIELD,R,"O'Neill, William",124353,46.5,"Rome, Lewis",141196,52.8,"Scattered Write-Ins,",1945,0.7,1982
CT,HARTFORD,D,"O'Neill, William",166511,56.2,"Rome, Lewis",127792,43.1,"Scattered Write-Ins,",1882,0.6,1982
CT,LITCHFIELD,D,"O'Neill, William",31434,51,"Rome, Lewis",29756,48.3,"Scattered Write-Ins,",469,0.8,1982
CT,MIDDLESEX,D,"O'Neill, William",28770,56.9,"Rome, Lewis",21444,42.4,"Scattered Write-Ins,",391,0.8,1982
CT,NEW HAVEN,D,"O'Neill, William",146629,55.5,"Rome, Lewis",115767,43.8,"Scattered Write-Ins,",1937,0.7,1982
CT,NEW LONDON,D,"O'Neill, William",41976,56.6,"Rome, Lewis",31511,42.5,"Scattered Write-Ins,",629,0.8,1982
CT,TOLLAND,D,"O'Neill, William",20656,52.4,"Rome, Lewis",18409,46.7,"Scattered Write-Ins,",340,0.9,1982
CT,WINDHAM,D,"O'Neill, William",17935,59.6,"Rome, Lewis",11898,39.6,"Scattered Write-Ins,",246,0.8,1982
FL,ALACHUA,D,"Graham, Bob",21499,76.9,"Bafalis, L.",6465,23.1,,,,1982
FL,BAKER,D,"Graham, Bob",2074,82.2,"Bafalis, L.",449,17.8,,,,1982
FL,BAY,D,"Graham, Bob",14310,68.3,"Bafalis, L.",6644,31.7,,,,1982
FL,BRADFORD,D,"Graham, Bob",3613,83.2,"Bafalis, L.",730,16.8,,,,1982
FL,BREVARD,D,"Graham, Bob",51327,61.6,"Bafalis, L.",31962,38.4,,,,1982
FL,BROWARD,D,"Graham, Bob",207749,66.4,"Bafalis, L.",105001,33.6,,,,1982
FL,CALHOUN,D,"Graham, Bob",2282,82.2,"Bafalis, L.",494,17.8,,,,1982
FL,CHARLOTTE,R,"Graham, Bob",13174,49.5,"Bafalis, L.",13424,50.5,,,,1982
FL,CITRUS,D,"Graham, Bob",12331,62.7,"Bafalis, L.",7340,37.3,,,,1982
FL,CLAY,D,"Graham, Bob",8341,67.7,"Bafalis, L.",3987,32.3,,,,1982
FL,COLLIER,R,"Graham, Bob",11480,42.2,"Bafalis, L.",15710,57.8,,,,1982
FL,COLUMBIA,D,"Graham, Bob",5684,74.1,"Bafalis, L.",1991,25.9,,,,1982
FL,DESOTO,D,"Graham, Bob",2832,65.7,"Bafalis, L.",1477,34.3,,,,1982
FL,DIXIE,D,"Graham, Bob",1842,86.4,"Bafalis, L.",289,13.6,,,,1982
FL,DUVAL,D,"Graham, Bob",87169,74.6,"Bafalis, L.",29657,25.4,,,,1982
FL,ESCAMBIA,D,"Graham, Bob",36085,74.7,"Bafalis, L.",12223,25.3,,,,1982
FL,FLAGLER,D,"Graham, Bob",3093,65.9,"Bafalis, L.",1600,34.1,,,,1982
FL,FRANKLIN,D,"Graham, Bob",1491,74.6,"Bafalis, L.",508,25.4,,,,1982
FL,GADSDEN,D,"Graham, Bob",6811,82.3,"Bafalis, L.",1465,17.7,,,,1982
FL,GILCHRIST,D,"Graham, Bob",1477,80.4,"Bafalis, L.",361,19.6,,,,1982
FL,GLADES,D,"Graham, Bob",1070,65.7,"Bafalis, L.",558,34.3,,,,1982
FL,GULF,D,"Graham, Bob",2329,78.8,"Bafalis, L.",625,21.2,,,,1982
FL,HAMILTON,D,"Graham, Bob",1501,79.7,"Bafalis, L.",382,20.3,,,,1982
FL,HARDEE,D,"Graham, Bob",2766,74,"Bafalis, L.",974,26,,,,1982
FL,HENDRY,D,"Graham, Bob",2648,64.8,"Bafalis, L.",1440,35.2,,,,1982
FL,HERNANDO,D,"Graham, Bob",13110,64.6,"Bafalis, L.",7193,35.4,,,,1982
FL,HIGHLANDS,D,"Graham, Bob",9327,58.6,"Bafalis, L.",6579,41.4,,,,1982
FL,HILLSBOROUGH,D,"Graham, Bob",107722,70.7,"Bafalis, L.",44681,29.3,,,,1982
FL,HOLMES,D,"Graham, Bob",2835,77.8,"Bafalis, L.",811,22.2,,,,1982
FL,INDIAN RIVER,D,"Graham, Bob",10338,50.2,"Bafalis, L.",10266,49.8,,,,1982
FL,JACKSON,D,"Graham, Bob",7575,80.3,"Bafalis, L.",1857,19.7,,,,1982
FL,JEFFERSON,D,"Graham, Bob",2507,77.5,"Bafalis, L.",728,22.5,,,,1982
FL,LAFAYETTE,D,"Graham, Bob",1383,81.7,"Bafalis, L.",309,18.3,,,,1982
FL,LAKE,D,"Graham, Bob",18338,57,"Bafalis, L.",13853,43,,,,1982
FL,LEE,R,"Graham, Bob",41067,49.4,"Bafalis, L.",42021,50.6,,,,1982
FL,LEON,D,"Graham, Bob",30363,73.9,"Bafalis, L.",10714,26.1,,,,1982
FL,LEVY,D,"Graham, Bob",3828,75.7,"Bafalis, L.",1230,24.3,,,,1982
FL,LIBERTY,D,"Graham, Bob",961,72.4,"Bafalis, L.",367,27.6,,,,1982
FL,MADISON,D,"Graham, Bob",3329,80.6,"Bafalis, L.",801,19.4,,,,1982
FL,MANATEE,D,"Graham, Bob",27918,56.3,"Bafalis, L.",21627,43.7,,,,1982
FL,MARION,D,"Graham, Bob",19524,62.3,"Bafalis, L.",11831,37.7,,,,1982
FL,MARTIN,D,"Graham, Bob",13110,50,"Bafalis, L.",13109,50,,,,1982
FL,MIAMI-DADE,D,"Graham, Bob",255261,71.8,"Bafalis, L.",100356,28.2,,,,1982
FL,MONROE,D,"Graham, Bob",10672,68.5,"Bafalis, L.",4917,31.5,,,,1982
FL,NASSAU,D,"Graham, Bob",4419,74.1,"Bafalis, L.",1547,25.9,,,,1982
FL,OKALOOSA,D,"Graham, Bob",14564,60.8,"Bafalis, L.",9405,39.2,,,,1982
FL,OKEECHOBEE,D,"Graham, Bob",2979,62.7,"Bafalis, L.",1774,37.3,,,,1982
FL,ORANGE,D,"Graham, Bob",64860,60.7,"Bafalis, L.",42048,39.3,,,,1982
FL,OSCEOLA,D,"Graham, Bob",8493,58.1,"Bafalis, L.",6136,41.9,,,,1982
FL,PALM BEACH,D,"Graham, Bob",129527,61.8,"Bafalis, L.",80083,38.2,,,,1982
FL,PASCO,D,"Graham, Bob",48424,62.8,"Bafalis, L.",28663,37.2,,,,1982
FL,PINELLAS,D,"Graham, Bob",157191,60.5,"Bafalis, L.",102795,39.5,,,,1982
FL,POLK,D,"Graham, Bob",52213,69.6,"Bafalis, L.",22775,30.4,,,,1982
FL,PUTNAM,D,"Graham, Bob",8595,74.2,"Bafalis, L.",2987,25.8,,,,1982
FL,SANTA ROSA,D,"Graham, Bob",9836,70.9,"Bafalis, L.",4033,29.1,,,,1982
FL,SARASOTA,R,"Graham, Bob",38797,48.5,"Bafalis, L.",41205,51.5,,,,1982
FL,SEMINOLE,D,"Graham, Bob",25121,58.7,"Bafalis, L.",17681,41.3,,,,1982
FL,ST. JOHNS,D,"Graham, Bob",8082,63.7,"Bafalis, L.",4604,36.3,,,,1982
FL,ST. LUCIE,D,"Graham, Bob",13460,52.5,"Bafalis, L.",12178,47.5,,,,1982
FL,SUMTER,D,"Graham, Bob",3761,71.4,"Bafalis, L.",1508,28.6,,,,1982
FL,SUWANNEE,D,"Graham, Bob",4235,78.6,"Bafalis, L.",1152,21.4,,,,1982
FL,TAYLOR,D,"Graham, Bob",3112,76.9,"Bafalis, L.",934,23.1,,,,1982
FL,UNION,D,"Graham, Bob",1272,84.9,"Bafalis, L.",227,15.1,,,,1982
FL,VOLUSIA,D,"Graham, Bob",46801,65.6,"Bafalis, L.",24593,34.4,,,,1982
FL,WAKULLA,D,"Graham, Bob",2388,69.5,"Bafalis, L.",1050,30.5,,,,1982
FL,WALTON,D,"Graham, Bob",4190,74.2,"Bafalis, L.",1458,25.8,,,,1982
FL,WASHINGTON,D,"Graham, Bob",3087,72.5,"Bafalis, L.",1171,27.5,,,,1982
GA,APPLING,D,"Harris, Joe",1850,64.1,"Bell, Robert",1038,35.9,"Scattered Write-Ins,",,,1982
GA,ATKINSON,D,"Harris, Joe",1040,81.3,"Bell, Robert",239,18.7,"Scattered Write-Ins,",,,1982
GA,BACON,D,"Harris, Joe",1623,79.7,"Bell, Robert",413,20.3,"Scattered Write-Ins,",,,1982
GA,BAKER,D,"Harris, Joe",735,80.7,"Bell, Robert",176,19.3,"Scattered Write-Ins,",,,1982
GA,BALDWIN,D,"Harris, Joe",3495,56.4,"Bell, Robert",2704,43.6,"Scattered Write-Ins,",,,1982
GA,BANKS,D,"Harris, Joe",1978,81.3,"Bell, Robert",454,18.7,"Scattered Write-Ins,",,,1982
GA,BARROW,D,"Harris, Joe",3509,73,"Bell, Robert",1296,27,"Scattered Write-Ins,",,,1982
GA,BARTOW,D,"Harris, Joe",8996,91.8,"Bell, Robert",808,8.2,"Scattered Write-Ins,",,,1982
GA,BEN HILL,D,"Harris, Joe",2301,82.1,"Bell, Robert",501,17.9,"Scattered Write-Ins,",,,1982
GA,BERRIEN,D,"Harris, Joe",2397,85.9,"Bell, Robert",394,14.1,"Scattered Write-Ins,",,,1982
GA,BIBB,D,"Harris, Joe",22395,64.8,"Bell, Robert",12168,35.2,"Scattered Write-Ins,",,,1982
GA,BLECKLEY,D,"Harris, Joe",2039,71.1,"Bell, Robert",829,28.9,"Scattered Write-Ins,",,,1982
GA,BRANTLEY,D,"Harris, Joe",1570,84.7,"Bell, Robert",284,15.3,"Scattered Write-Ins,",,,1982
GA,BROOKS,D,"Harris, Joe",1979,78.1,"Bell, Robert",555,21.9,"Scattered Write-Ins,",,,1982
GA,BRYAN,D,"Harris, Joe",1426,62.5,"Bell, Robert",856,37.5,"Scattered Write-Ins,",,,1982
GA,BULLOCH,R,"Harris, Joe",3115,48.9,"Bell, Robert",3259,51.1,"Scattered Write-Ins,",,,1982
GA,BURKE,D,"Harris, Joe",3125,69.6,"Bell, Robert",1362,30.4,"Scattered Write-Ins,",,,1982
GA,BUTTS,D,"Harris, Joe",2225,77.4,"Bell, Robert",650,22.6,"Scattered Write-Ins,",,,1982
GA,CALHOUN,D,"Harris, Joe",920,70.9,"Bell, Robert",377,29.1,"Scattered Write-Ins,",,,1982
GA,CAMDEN,D,"Harris, Joe",1680,78.8,"Bell, Robert",452,21.2,"Scattered Write-Ins,",,,1982
GA,CANDLER,D,"Harris, Joe",1117,63.1,"Bell, Robert",652,36.9,"Scattered Write-Ins,",,,1982
GA,CARROLL,D,"Harris, Joe",7517,67.1,"Bell, Robert",3678,32.9,"Scattered Write-Ins,",,,1982
GA,CATOOSA,D,"Harris, Joe",4022,75.9,"Bell, Robert",1277,24.1,"Scattered Write-Ins,",,,1982
GA,CHARLTON,D,"Harris, Joe",823,77.3,"Bell, Robert",242,22.7,"Scattered Write-Ins,",,,1982
GA,CHATHAM,D,"Harris, Joe",22377,51.8,"Bell, Robert",20824,48.2,"Scattered Write-Ins,",,,1982
GA,CHATTAHOOCHEE,D,"Harris, Joe",386,81.6,"Bell, Robert",87,18.4,"Scattered Write-Ins,",,,1982
GA,CHATTOOGA,D,"Harris, Joe",3621,85.7,"Bell, Robert",605,14.3,"Scattered Write-Ins,",,,1982
GA,CHEROKEE,D,"Harris, Joe",6103,65.6,"Bell, Robert",3201,34.4,"Scattered Write-Ins,",,,1982
GA,CLARKE,D,"Harris, Joe",7512,54.5,"Bell, Robert",6259,45.5,"Scattered Write-Ins,",,,1982
GA,CLAY,D,"Harris, Joe",574,84.7,"Bell, Robert",104,15.3,"Scattered Write-Ins,",,,1982
GA,CLAYTON,D,"Harris, Joe",16650,54.1,"Bell, Robert",14150,45.9,"Scattered Write-Ins,",,,1982
GA,CLINCH,D,"Harris, Joe",826,86.2,"Bell, Robert",132,13.8,"Scattered Write-Ins,",,,1982
GA,COBB,R,"Harris, Joe",36438,48.7,"Bell, Robert",38392,51.3,"Scattered Write-Ins,",,,1982
GA,COFFEE,D,"Harris, Joe",3027,75,"Bell, Robert",1010,25,"Scattered Write-Ins,",,,1982
GA,COLQUITT,D,"Harris, Joe",4657,69.4,"Bell, Robert",2056,30.6,"Scattered Write-Ins,",,,1982
GA,COLUMBIA,D,"Harris, Joe",5168,63.7,"Bell, Robert",2946,36.3,"Scattered Write-Ins,",,,1982
GA,COOK,D,"Harris, Joe",2220,81.9,"Bell, Robert",489,18.1,"Scattered Write-Ins,",,,1982
GA,COWETA,D,"Harris, Joe",5772,61.7,"Bell, Robert",3577,38.3,"Scattered Write-Ins,",,,1982
GA,CRAWFORD,D,"Harris, Joe",1294,78.9,"Bell, Robert",347,21.1,"Scattered Write-Ins,",,,1982
GA,CRISP,D,"Harris, Joe",2597,70.2,"Bell, Robert",1100,29.8,"Scattered Write-Ins,",,,1982
GA,DADE,D,"Harris, Joe",1220,75.2,"Bell, Robert",403,24.8,"Scattered Write-Ins,",,,1982
GA,DAWSON,D,"Harris, Joe",1023,73.2,"Bell, Robert",375,26.8,"Scattered Write-Ins,",,,1982
GA,DECATUR,D,"Harris, Joe",2854,73.2,"Bell, Robert",1046,26.8,"Scattered Write-Ins,",,,1982
GA,DEKALB,R,"Harris, Joe",49019,43.4,"Bell, Robert",63842,56.6,"Scattered Write-Ins,",,,1982
GA,DODGE,D,"Harris, Joe",3241,82.5,"Bell, Robert",689,17.5,"Scattered Write-Ins,",,,1982
GA,DOOLY,D,"Harris, Joe",2167,81.1,"Bell, Robert",506,18.9,"Scattered Write-Ins,",,,1982
GA,DOUGHERTY,D,"Harris, Joe",11964,64.6,"Bell, Robert",6559,35.4,"Scattered Write-Ins,",,,1982
GA,DOUGLAS,D,"Harris, Joe",6298,60.2,"Bell, Robert",4160,39.8,"Scattered Write-Ins,",,,1982
GA,EARLY,D,"Harris, Joe",1669,75.6,"Bell, Robert",539,24.4,"Scattered Write-Ins,",,,1982
GA,ECHOLS,D,"Harris, Joe",361,79.5,"Bell, Robert",93,20.5,"Scattered Write-Ins,",,,1982
GA,EFFINGHAM,D,"Harris, Joe",2284,60.4,"Bell, Robert",1497,39.6,"Scattered Write-Ins,",,,1982
GA,ELBERT,D,"Harris, Joe",3207,79.9,"Bell, Robert",807,20.1,"Scattered Write-Ins,",,,1982
GA,EMANUEL,D,"Harris, Joe",3525,71.3,"Bell, Robert",1420,28.7,"Scattered Write-Ins,",,,1982
GA,EVANS,D,"Harris, Joe",1227,63.6,"Bell, Robert",703,36.4,"Scattered Write-Ins,",,,1982
GA,FANNIN,D,"Harris, Joe",1965,57.3,"Bell, Robert",1463,42.7,"Scattered Write-Ins,",,,1982
GA,FAYETTE,R,"Harris, Joe",4341,45.7,"Bell, Robert",5168,54.3,"Scattered Write-Ins,",,,1982
GA,FLOYD,D,"Harris, Joe",13425,74.2,"Bell, Robert",4669,25.8,"Scattered Write-Ins,",,,1982
GA,FORSYTH,D,"Harris, Joe",3786,64.4,"Bell, Robert",2091,35.6,"Scattered Write-Ins,",,,1982
GA,FRANKLIN,D,"Harris, Joe",2784,81.6,"Bell, Robert",629,18.4,"Scattered Write-Ins,",,,1982
GA,FULTON,D,"Harris, Joe",80055,58.8,"Bell, Robert",56170,41.2,"Scattered Write-Ins,",,,1982
GA,GILMER,D,"Harris, Joe",1772,70,"Bell, Robert",761,30,"Scattered Write-Ins,",,,1982
GA,GLASCOCK,D,"Harris, Joe",468,81.8,"Bell, Robert",104,18.2,"Scattered Write-Ins,",,,1982
GA,GLYNN,D,"Harris, Joe",6433,54.1,"Bell, Robert",5465,45.9,"Scattered Write-Ins,",,,1982
GA,GORDON,D,"Harris, Joe",4971,78.3,"Bell, Robert",1380,21.7,"Scattered Write-Ins,",,,1982
GA,GRADY,D,"Harris, Joe",2775,80.1,"Bell, Robert",688,19.9,"Scattered Write-Ins,",,,1982
GA,GREENE,D,"Harris, Joe",2139,81.1,"Bell, Robert",499,18.9,"Scattered Write-Ins,",,,1982
GA,GWINNETT,R,"Harris, Joe",18478,42.8,"Bell, Robert",24687,57.2,"Scattered Write-Ins,",,,1982
GA,HABERSHAM,D,"Harris, Joe",4174,74.8,"Bell, Robert",1405,25.2,"Scattered Write-Ins,",,,1982
GA,HALL,D,"Harris, Joe",11021,65.7,"Bell, Robert",5751,34.3,"Scattered Write-Ins,",,,1982
GA,HANCOCK,D,"Harris, Joe",1397,86.3,"Bell, Robert",222,13.7,"Scattered Write-Ins,",,,1982
GA,HARALSON,D,"Harris, Joe",3589,79.3,"Bell, Robert",934,20.7,"Scattered Write-Ins,",,,1982
GA,HARRIS,D,"Harris, Joe",2563,71.6,"Bell, Robert",1016,28.4,"Scattered Write-Ins,",,,1982
GA,HART,D,"Harris, Joe",2755,79.4,"Bell, Robert",716,20.6,"Scattered Write-Ins,",,,1982
GA,HEARD,D,"Harris, Joe",1156,74.9,"Bell, Robert",388,25.1,"Scattered Write-Ins,",,,1982
GA,HENRY,D,"Harris, Joe",4978,60.1,"Bell, Robert",3302,39.9,"Scattered Write-Ins,",,,1982
GA,HOUSTON,D,"Harris, Joe",11271,64.4,"Bell, Robert",6240,35.6,"Scattered Write-Ins,",,,1982
GA,IRWIN,D,"Harris, Joe",1347,77.7,"Bell, Robert",386,22.3,"Scattered Write-Ins,",,,1982
GA,JACKSON,D,"Harris, Joe",4665,78,"Bell, Robert",1313,22,"Scattered Write-Ins,",,,1982
GA,JASPER,D,"Harris, Joe",1316,72.3,"Bell, Robert",503,27.7,"Scattered Write-Ins,",,,1982
GA,JEFF DAVIS,D,"Harris, Joe",1488,78.2,"Bell, Robert",414,21.8,"Scattered Write-Ins,",,,1982
GA,JEFFERSON,D,"Harris, Joe",3504,80.6,"Bell, Robert",844,19.4,"Scattered Write-Ins,",,,1982
GA,JENKINS,D,"Harris, Joe",874,50.7,"Bell, Robert",851,49.3,"Scattered Write-Ins,",,,1982
GA,JOHNSON,D,"Harris, Joe",1564,77,"Bell, Robert",466,23,"Scattered Write-Ins,",,,1982
